Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"A98   Outr febres hemorragicas p/virus NCOP";-;-;1;-;-;-;-;-;-;1;1;-;2;-;-;-;3;-;2;6;2;-;-;-;-;1;-;19
"A99   Febres hemorragicas virais NE";-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;6;-;-;6;-;-;-;1;-;-;-;17
"B00   Infecc p/virus do herpes";-;-;2;-;-;-;1;3;2;4;-;-;1;1;-;5;12;2;4;29;6;3;8;-;-;4;1;88
"B01   Varicela";-;1;1;-;1;-;1;3;-;3;-;1;2;-;-;-;1;-;-;-;-;1;-;-;1;1;-;17
"B02   Herpes zoster";-;1;-;-;5;-;-;2;1;6;1;-;7;1;2;6;8;-;13;32;6;3;11;5;2;6;1;119
"B05   Sarampo";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"B06   Rubeola";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"B08   Outr inf virais lesoes pele membr muc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B09   Inf viral NE caract p/lesoes pele membr muco";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;5
"B15   Hepatite aguda A";-;-;-;-;2;1;-;2;-;-;1;1;-;2;-;2;2;-;5;8;1;-;2;-;1;-;-;30
"B16   Hepatite aguda B";5;6;25;3;6;-;1;6;4;2;1;2;12;3;1;14;13;4;11;25;9;14;4;1;3;11;1;187
"B17   Outr hepatites virais agudas";-;10;3;1;1;-;1;1;2;1;1;3;1;4;4;1;9;3;19;19;1;3;5;2;3;2;1;101
"B18   Hepatite viral cronica";15;13;35;5;27;1;6;12;11;21;11;14;31;18;2;46;79;20;114;398;60;51;177;13;12;32;19;1243
"B19   Hepatite viral NE";2;5;6;1;8;1;-;5;-;3;3;1;11;3;-;15;14;-;14;47;4;2;4;2;1;7;1;160
"B20   Doenc p/HIV result doenc infecc e parasit";81;20;248;32;501;30;52;272;93;256;111;124;404;132;64;470;476;178;1064;1361;430;341;774;142;143;237;66;8102
"B21   Doenc p/HIV result em neopl malig";-;-;11;-;17;2;1;6;3;11;1;6;9;3;1;8;16;4;31;63;20;26;46;7;6;10;4;312
"B22   Doenc p/HIV result em outr doenc espec";7;3;32;1;68;1;2;39;9;25;13;22;33;14;15;72;54;13;105;205;50;53;113;20;30;31;12;1042
"B23   Doenc p/HIV result em outr doenc";1;-;2;1;12;-;2;4;4;4;-;4;7;1;1;13;8;2;15;9;6;6;8;2;4;1;1;118
"B24   Doenc p/HIV NE";21;3;63;14;113;14;7;49;25;45;22;26;74;17;17;126;158;35;222;361;144;88;267;16;33;40;10;2010
"B25   Doenc p/citomegalovirus";-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;1;6;2;6;17;8;3;3;-;-;2;2;55
"B26   Caxumba";-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;2;-;1;1;-;-;2;1;-;-;-;11
"B27   Mononucleose infecc";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;5
"B33   Outr doenc p/virus NCOP";-;-;2;6;1;1;-;1;-;4;-;-;4;-;-;8;4;-;1;2;1;3;2;-;-;-;-;40
"B34   Doenc p/virus de localiz NE";4878;1306;9155;1223;10422;1070;2705;7569;4502;15810;4980;5982;12645;4245;3549;17253;44580;6294;41303;110571;33047;14747;27230;6893;9233;18164;5862;425218
"B37   Candidiase";-;-;1;-;4;-;-;3;-;2;-;-;10;1;1;13;15;5;5;32;11;2;7;1;1;3;1;118
"B38   Coccidioidomicose";-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"B39   Histoplasmose";1;-;-;-;1;2;1;1;-;4;1;-;2;1;-;1;3;-;2;6;1;2;-;-;-;2;-;31
"B40   Blastomicose";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;6;2;1;-;1;-;-;-;13
"B41   Paracoccidioidomicose";2;3;-;1;-;-;1;1;1;-;-;-;-;1;-;1;12;1;5;22;9;3;1;3;4;2;-;73
"B42   Esporotricose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;5
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;1;-;-;-;-;3;-;1;2;-;-;2;1;-;4;7;2;-;3;-;-;1;-;27
"B44   Aspergilose";-;1;-;-;2;-;-;1;-;5;1;1;6;-;-;4;9;2;9;14;5;5;7;-;2;-;4;78
"B45   Criptococose";1;1;5;-;4;-;-;-;1;2;-;-;4;1;-;3;12;2;5;27;9;2;2;2;5;4;3;95
"B46   Zigomicose";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;4;-;1;1;-;1;-;-;11
"B47   Micetoma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B48   Outr micoses NCOP";-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"B49   Micose NE";1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;5;1;5;9;1;2;-;-;-;1;1;29
"B50   Malaria p/Plasmodium falciparum";1;-;-;11;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;16
"B51   Malaria p/Plasmodium vivax";4;1;7;9;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;26
"B53   Outr form malaria conf p/exames parasitolog";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B54   Malaria NE";-;2;4;5;1;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;18
"B55   Leishmaniose";-;-;2;2;27;-;10;30;13;28;10;4;8;3;5;27;25;-;2;15;3;-;2;11;-;9;-;236
"B56   Tripanossomiase africana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"B57   Doenc de Chagas";18;2;1;-;9;1;39;9;61;55;13;37;142;72;24;574;940;6;30;978;157;5;23;34;47;665;217;4159
"B58   Toxoplasmose";1;-;4;5;13;-;-;1;1;5;3;2;5;3;-;6;7;-;16;6;3;-;4;2;-;3;2;92
"B59   Pneumocistose";-;-;-;1;1;-;-;2;1;1;1;-;1;1;-;2;5;-;7;7;1;1;5;-;-;1;-;38
"B64   Doenc NE dev protozoarios";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"B65   Esquistossomose";-;-;-;-;1;-;-;4;1;5;6;7;142;44;16;52;68;3;3;60;-;-;-;-;1;1;2;416
"B67   Equinococose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;-;-;5
"B69   Cisticercose";-;-;-;-;1;-;1;1;2;11;-;-;4;-;1;7;9;2;3;9;8;3;1;-;-;5;2;70
"B74   Filariose";-;-;-;-;-;-;-;1;1;-;-;2;3;1;-;2;2;-;3;-;-;-;1;1;-;-;1;18
"B76   Ancilostomiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B77   Ascaridiase";-;-;-;1;1;1;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"B78   Estrongiloidiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;1;-;-;-;-;-;5
"B80   Oxiuriase";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B82   Parasitose intestinal NE";-;-;2;3;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;10
"B83   Outr helmintiases";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B86   Escabiose";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;5;-;-;-;-;1;1;-;-;10
"B87   Miiase";1;-;-;-;1;-;-;4;1;1;-;-;2;-;-;6;6;-;9;13;4;2;2;2;2;1;-;57
"B88   Outr infestacoes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;3
"B89   Doenc parasit NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B90   Sequelas de tuberc";1;1;17;-;7;-;8;10;10;26;5;5;23;4;3;17;17;3;16;36;9;2;16;2;4;4;1;247
"B91   Sequelas de poliomielite";-;-;2;-;1;-;-;1;1;2;-;-;5;1;1;6;14;2;8;19;5;2;16;-;4;-;1;91
"B92   Sequelas de hanseniase";1;-;5;1;3;-;4;2;1;5;-;-;3;-;-;2;-;1;2;3;6;-;-;-;1;4;-;44
"B94   Sequelas de outr doenc infecc e parasit e NE";17;2;50;4;29;2;123;17;98;64;24;26;46;9;11;82;214;1140;159;386;146;44;257;135;79;341;15;3520
"B99   Doenc infecc outr e as NE";-;-;-;-;1;-;-;-;2;1;2;-;20;7;1;5;11;1;32;8;-;-;-;5;-;2;7;105
"C00   Neopl malig do labio";1;-;-;-;-;-;-;-;-;1;-;-;3;1;1;5;3;-;6;21;4;5;7;1;-;-;1;60
"C01   Neopl malig da base da lingua";-;-;4;-;3;-;-;1;4;12;1;5;26;7;4;26;62;15;41;80;19;12;19;5;-;8;2;356
"C02   Neopl malig outr partes e NE da lingua";11;2;12;1;26;-;7;21;20;57;24;34;67;10;15;96;172;37;125;407;77;51;92;19;17;43;26;1469
"C03   Neopl malig da gengiva";-;-;2;-;4;-;-;-;-;-;-;1;2;-;-;4;8;-;4;8;3;1;3;-;-;1;-;41
"C04   Neopl malig do assoalho da boca";-;-;3;-;7;-;1;9;3;21;4;12;8;3;3;30;31;3;13;66;23;14;29;8;7;3;9;310
"C05   Neopl malig do palato";2;-;-;-;2;2;2;5;5;10;4;6;10;4;2;13;27;5;39;83;18;8;24;6;4;2;10;293
"C06   Neopl malig outr partes e partes NE da boca";8;-;5;1;20;3;3;8;18;45;28;35;68;22;17;74;133;35;77;219;67;44;81;11;10;38;10;1080
"C07   Neopl malig da gland parotida";2;-;3;-;8;-;2;4;6;4;8;5;16;5;3;19;28;5;24;65;19;18;21;6;3;11;4;289
"C08   Neopl malig outr gland saliv maiores e NE";-;-;-;-;1;1;-;3;2;4;3;-;4;2;-;12;10;2;10;27;6;7;14;2;2;5;1;118
"C09   Neopl malig da amigdala";1;-;-;-;4;-;-;1;-;2;-;1;6;3;2;6;25;5;16;39;14;7;5;2;2;1;3;145
"C10   Neopl malig da orofaringe";17;7;12;8;27;4;9;25;17;59;39;28;95;36;21;162;305;79;180;509;146;81;145;24;36;82;24;2177
"C11   Neopl malig da nasofaringe";5;1;1;-;13;1;2;12;4;14;2;3;20;8;4;26;37;12;26;92;16;18;19;4;6;15;6;367
"C12   Neopl malig do seio piriforme";1;-;-;-;-;-;-;-;-;2;-;2;1;1;1;1;12;2;1;30;8;1;2;1;-;2;-;68
"C13   Neopl malig da hipofaringe";3;3;4;1;9;-;-;4;2;18;5;4;18;5;4;16;58;14;27;94;34;22;33;9;3;26;2;418
"C14   Neop mal out loc mal def labio cav oral far";4;-;7;2;17;3;1;16;7;30;18;21;31;9;12;73;115;10;61;212;71;24;55;14;17;37;5;872
"C15   Neopl malig do esofago";51;17;66;8;105;17;47;87;106;353;141;152;301;81;57;611;1332;209;552;1661;649;394;892;146;123;202;70;8430
"C16   Neopl malig do estomago";119;36;310;31;584;56;77;285;147;750;237;251;622;131;100;841;1508;308;1099;3413;965;652;912;168;165;340;153;14260
"C17   Neopl malig do intestino delgado";16;3;16;3;36;2;10;25;17;71;26;39;61;20;8;73;136;26;99;394;132;72;138;19;25;41;16;1524
"C18   Neopl malig do colon";49;13;74;20;169;11;33;143;84;343;141;135;390;85;66;523;1274;263;1512;4109;931;533;1411;171;141;360;183;13167
"C19   Neopl malig da juncao retossigmoide";4;2;6;1;24;2;6;13;15;41;27;5;84;11;23;93;210;23;191;414;96;53;103;15;18;66;47;1593
"C20   Neopl malig do reto";27;9;61;7;100;11;20;62;55;150;54;76;174;40;43;276;540;113;673;1573;385;190;396;76;41;185;64;5401
"C21   Neopl malig do anus e do canal anal";16;5;11;3;48;3;5;30;14;64;12;22;39;16;6;55;91;10;76;290;92;46;85;20;20;18;4;1101
"C22   Neopl malig figado vias biliares intra-hepat";91;49;156;26;294;23;61;295;172;370;158;201;428;124;87;782;966;167;812;2637;689;437;910;136;122;283;122;10598
"C23   Neopl malig da vesicula biliar";3;-;3;2;30;3;5;34;17;49;26;30;75;13;13;95;111;23;93;211;66;38;63;7;11;36;28;1085
"C24   Neopl malig outr partes e NE vias biliares";15;3;34;3;54;6;10;40;58;99;55;56;147;51;30;161;266;49;237;619;146;83;231;24;28;68;30;2603
"C25   Neopl malig do pancreas";64;16;97;11;192;9;48;158;120;397;160;164;444;130;84;605;1218;219;1178;3366;802;508;1188;155;150;333;158;11974
"C26   Neopl malig outr mal def aparelho digestivo";23;4;34;5;62;12;20;61;61;125;44;114;144;23;40;298;603;47;512;1163;312;189;282;52;49;146;16;4441
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;2;-;1;6;1;5;3;3;8;1;1;9;10;2;10;28;8;5;5;1;2;5;3;119
"C31   Neopl malig dos seios da face";1;-;1;-;1;1;-;7;2;8;2;5;7;5;1;12;18;4;18;34;8;4;11;3;6;4;1;164
"C32   Neopl malig da laringe";27;13;60;2;70;6;34;68;54;198;69;106;172;47;49;260;526;105;341;1203;333;173;322;74;81;122;47;4562
"C33   Neopl malig da traqueia";-;-;3;-;1;-;2;-;1;3;1;5;4;1;3;6;8;2;10;22;12;-;10;2;-;2;1;99
"C34   Neopl malig dos bronquios e dos pulmoes";176;81;255;44;538;53;135;503;353;1238;426;445;894;272;181;1293;2798;522;2692;7125;1885;1457;3509;373;334;977;309;28868
"C37   Neopl malig do timo";-;-;1;-;2;-;-;1;1;2;1;1;4;1;-;6;6;-;11;18;6;4;7;3;2;1;3;81
"C38   Neopl malig do coracao mediastino e pleura";5;1;17;1;18;2;4;12;10;24;10;12;44;8;9;49;82;24;75;199;40;27;62;12;7;26;12;792
"C39   Neop mal out loc mal def ap resp org intrat";1;-;-;-;4;-;-;2;2;6;-;-;8;-;-;13;17;2;6;30;7;3;4;1;1;3;1;111
"C40   Neopl malig ossos/cartilag artic membros";1;-;9;1;11;-;3;13;8;14;4;20;6;3;-;10;28;2;14;44;14;10;9;-;3;4;6;237
"C41   Neopl malig ossos/cartil artic outr loc e NE";17;6;31;6;50;6;16;54;32;92;33;64;76;25;18;123;168;28;123;438;120;62;126;27;34;73;24;1872
"C43   Melanoma malig da pele";9;4;18;2;25;2;7;24;20;53;28;25;62;10;17;60;166;29;120;463;166;143;274;17;25;44;19;1832
"C44   Outr neopl malig da pele";20;6;41;4;89;6;21;65;76;166;76;62;182;55;29;222;256;61;225;616;194;113;188;34;51;101;23;2982
"C45   Mesotelioma";1;-;-;-;5;-;1;4;2;5;3;1;1;1;2;4;8;4;19;50;8;5;3;3;-;2;2;134
"C46   Sarcoma de Kaposi";-;-;-;2;-;-;-;2;1;5;3;2;2;1;1;5;3;2;6;8;3;4;6;1;-;2;-;59
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;1;2;-;1;7;-;-;3;10;2;2;17;3;3;3;-;3;-;1;58
"C48   Neopl malig tec moles retro- e peritonio";6;4;15;5;44;1;7;57;13;99;22;51;62;33;12;88;190;27;153;446;97;59;109;20;24;44;27;1715
"C49   Neopl malig tec conjuntivo e outr tec moles";12;2;28;3;36;6;10;29;15;48;27;24;58;24;11;104;169;24;150;351;85;49;106;29;15;49;25;1489
"C50   Neopl malig da mama";76;37;184;25;376;26;84;286;230;747;263;316;921;228;158;1063;1712;333;2199;4723;1115;694;1377;220;230;507;231;18361
"C51   Neopl malig da vulva";3;1;-;-;4;2;3;7;5;10;10;2;16;2;1;24;72;10;44;124;19;19;50;3;7;12;1;451
"C52   Neopl malig da vagina";2;1;1;-;2;2;2;3;4;8;2;1;8;3;-;6;20;1;10;35;7;5;10;-;1;5;3;142
"C53   Neopl malig do colo do utero";56;35;265;42;349;55;63;375;116;357;92;164;372;121;69;451;415;129;556;1044;379;225;385;85;110;208;88;6606
"C54   Neopl malig do corpo do utero";6;2;21;2;36;4;9;23;14;76;39;35;136;24;17;102;217;45;278;523;116;65;130;44;16;64;48;2092
"C55   Neopl malig do utero porcao NE";7;-;22;6;46;8;16;19;22;57;27;47;88;33;27;122;224;10;302;416;122;66;119;23;20;54;12;1915
"C56   Neopl malig do ovario";8;4;46;4;95;10;18;81;62;151;59;76;172;68;27;235;415;58;380;1062;250;160;310;49;42;125;70;4037
"C57   Neopl malig outr org genitais femin e NE";-;-;1;-;5;-;-;3;1;9;6;4;12;3;1;22;30;2;25;64;8;5;17;1;1;2;1;223
"C58   Neopl malig da placenta";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;1;1;-;-;-;-;6
"C60   Neopl malig do penis";5;-;5;4;30;-;4;30;16;15;12;12;20;8;5;40;39;5;32;90;20;16;23;8;7;25;7;478
"C61   Neopl malig da prostata";110;32;194;29;395;32;132;363;262;717;259;302;762;202;188;1407;1673;331;1448;3428;1042;534;1291;225;252;516;175;16301
"C62   Neopl malig dos testiculos";3;1;7;7;15;2;1;6;3;12;1;6;13;5;2;22;29;5;36;107;35;32;60;7;6;12;4;439
"C63   Neopl malig outr org genit masc e NE";-;-;-;-;1;-;-;-;2;2;1;3;2;-;-;4;3;1;2;7;2;5;4;1;-;1;1;42
"C64   Neopl malig do rim exceto pelve renal";16;4;44;3;81;7;17;49;37;114;51;46;117;35;19;125;329;69;337;907;295;156;376;54;41;101;59;3489
