Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
B41   Paracoccidioidomicose;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
B44   Aspergilose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
B45   Criptococose;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;5
B49   Micose NE;-;-;-;-;2;-;-;-;1;-;1;-;-;-;1;1;-;-;2;1;-;-;1;-;-;-;-;10
B50   Malaria p/Plasmodium falciparum;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
B51   Malaria p/Plasmodium vivax;1;-;5;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
B54   Malaria NE;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
B55   Leishmaniose;-;-;-;-;4;-;4;12;1;2;-;1;2;3;-;7;1;-;-;3;-;-;-;-;-;-;1;41
B57   Doenc de Chagas;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
B58   Toxoplasmose;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;1;-;2;1;1;-;-;-;1;-;-;10
B59   Pneumocistose;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B65   Esquistossomose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
B69   Cisticercose;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B74   Filariose;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B77   Ascaridiase;-;-;3;-;1;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;11
B82   Parasitose intestinal NE;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B86   Escabiose;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5
B87   Miiase;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
B89   Doenc parasit NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B90   Sequelas de tuberc;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
B94   Sequelas de outr doenc infecc e parasit e NE;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
B99   Doenc infecc outr e as NE;-;-;-;1;-;-;1;-;1;-;-;-;13;-;-;-;1;-;1;1;-;-;-;-;1;-;-;20
C00   Neopl malig do labio;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
C06   Neopl malig outr partes e partes NE da boca;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C07   Neopl malig da gland parotida;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
C08   Neopl malig outr gland saliv maiores e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
C09   Neopl malig da amigdala;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C10   Neopl malig da orofaringe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
C11   Neopl malig da nasofaringe;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2;2;-;-;-;-;-;1;-;7
C14   Neop mal out loc mal def labio cav oral far;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
C15   Neopl malig do esofago;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;4
C16   Neopl malig do estomago;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;4
C18   Neopl malig do colon;-;-;1;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;3;-;1;-;-;-;-;-;9
C20   Neopl malig do reto;-;-;1;-;1;-;-;1;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;7
C22   Neopl malig figado vias biliares intra-hepat;-;-;2;-;-;-;-;1;1;4;2;1;-;-;-;1;5;1;2;6;1;1;4;-;1;2;1;36
C23   Neopl malig da vesicula biliar;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C25   Neopl malig do pancreas;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;7
C26   Neopl malig outr mal def aparelho digestivo;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
C30   Neopl malig cavidade nasal e do ouvido medio;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C31   Neopl malig dos seios da face;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
C32   Neopl malig da laringe;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
C34   Neopl malig dos bronquios e dos pulmoes;1;-;1;-;2;-;-;5;1;1;-;-;2;2;-;2;2;-;1;1;-;1;-;-;-;1;-;23
C37   Neopl malig do timo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
C38   Neopl malig do coracao mediastino e pleura;-;-;-;-;1;-;-;-;2;-;-;-;1;-;1;1;2;1;1;8;1;-;-;-;-;-;2;21
C39   Neop mal out loc mal def ap resp org intrat;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C40   Neopl malig ossos/cartilag artic membros;-;-;3;-;4;-;-;3;2;3;1;1;4;4;-;5;6;1;6;9;4;1;4;-;2;-;2;65
C41   Neopl malig ossos/cartil artic outr loc e NE;-;1;7;2;7;1;-;4;8;6;2;1;9;-;3;8;15;5;15;30;10;6;7;2;3;6;3;161
C43   Melanoma malig da pele;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;-;-;5
C44   Outr neopl malig da pele;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
C46   Sarcoma de Kaposi;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
C47   Neopl malig nervos perif e sist nerv autonom;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3
C48   Neopl malig tec moles retro- e peritonio;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;6;-;-;-;-;-;-;-;11
C49   Neopl malig tec conjuntivo e outr tec moles;4;-;3;-;2;-;-;1;-;2;1;1;9;-;2;7;12;3;7;22;7;3;6;1;1;2;-;96
C50   Neopl malig da mama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
C52   Neopl malig da vagina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
C53   Neopl malig do colo do utero;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
C56   Neopl malig do ovario;-;-;1;-;-;1;-;-;-;2;-;1;1;-;-;1;-;-;2;4;-;-;-;-;-;-;-;13
C61   Neopl malig da prostata;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;4
C62   Neopl malig dos testiculos;-;-;1;-;-;-;-;-;-;4;-;-;1;-;-;-;3;-;2;5;-;-;1;1;1;2;-;21
C64   Neopl malig do rim exceto pelve renal;-;1;1;1;6;-;-;5;2;1;-;-;5;-;1;6;5;5;4;10;6;-;2;-;-;2;1;64
C67   Neopl malig da bexiga;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
C69   Neopl malig do olho e anexos;-;-;-;-;3;-;-;2;-;1;-;-;1;-;-;-;-;-;7;4;1;-;-;1;-;-;-;20
C70   Neopl malig das meninges;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;6
C71   Neopl malig do encefalo;4;7;17;5;18;1;3;12;6;13;3;8;22;11;4;25;45;12;41;100;20;10;17;5;14;20;6;449
C72   Neop mal med esp nerv cran out sist nerv cen;1;-;1;-;10;-;1;2;3;9;2;1;6;-;1;1;15;1;6;19;3;3;7;1;1;1;2;97
C73   Neopl malig da gland tireoide;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
C74   Neopl malig da gland supra-renal;1;-;1;-;4;-;-;1;2;7;1;2;11;1;1;5;8;4;2;25;11;5;4;-;-;2;3;101
C75   Neopl malig outr gland endocrinas estr relac;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;1;1;2;-;4;-;-;-;-;1;2;-;15
C76   Neopl malig outr localiz e mal definidas;1;-;3;-;5;-;1;1;3;4;2;1;2;-;1;-;6;1;2;6;1;-;-;-;-;1;-;41
C77   Neopl malig secund e NE gangl linfaticos;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4
C78   Neopl malig secund org respirat e digestivos;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;1;-;-;1;-;-;-;-;-;7
C79   Neopl malig secund de outr localiz;-;-;-;-;2;-;-;-;-;2;-;1;-;-;-;2;-;-;2;2;-;-;-;2;1;-;-;14
C80   Neopl malig s/especificacao de localiz;-;3;-;-;-;-;-;1;1;-;-;1;2;-;-;3;1;-;2;2;1;-;-;-;-;1;-;18
C81   Doenc de Hodgkin;-;1;1;-;-;-;1;-;-;1;1;-;3;-;2;4;2;-;5;3;2;1;-;-;-;2;1;30
C82   Linfoma nao-Hodgkin folicular;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;4
C83   Linfoma nao-Hodgkin difuso;2;-;2;-;2;-;-;6;2;2;1;2;2;-;1;5;9;3;6;12;4;4;2;1;1;2;-;71
C84   Linfomas de celulas T cutaneas e perifericas;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;2;-;-;-;-;8
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;-;-;1;1;1;-;1;-;1;6;-;2;2;3;-;2;2;2;4;14;2;1;5;-;2;1;1;54
C90   Mieloma mult e neopl malig de plasmocitos;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
C91   Leucemia linfoide;3;2;22;-;28;-;-;24;9;37;14;6;19;6;4;15;38;8;27;85;31;12;15;8;5;16;8;442
C92   Leucemia mieloide;4;4;6;1;10;-;-;7;4;11;10;7;11;2;2;12;19;3;15;52;9;5;11;2;2;4;-;213
C93   Leucemia monocitica;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
C94   Outr leucemias de celulas de tipo espec;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
C95   Leucemia de tipo celular NE;-;-;5;2;6;-;-;5;3;5;-;3;-;3;2;4;5;-;6;10;1;1;3;-;3;3;2;72
C96   Outr neopl mal e NE tec linf hematop e corr;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;-;-;-;5
D00   Carcinoma in situ cav oral esofago estomago;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
D09   Carcinoma in situ de outr localiz e das NE;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D15   Neopl benig outr orgaos intratoracicos e NE;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3
D16   Neopl benig de osso e cartilagem articular;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;3
D17   Neopl lipomatosa benig;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D18   Hemangioma e linfangioma de qualquer localiz;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;1;-;1;4;-;-;1;-;-;-;-;11
D21   Outr neopl benig tec conj e outr tec moles;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D22   Nevos melanociticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D27   Neopl benig do ovario;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2
D32   Neopl benig das meninges;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
D33   Neopl benig encef e out part sist nerv centr;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;5
D36   Neopl benig de outr localiz e de localiz NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;4
D38   Neopl comp inc/desc ouv med org resp intrat;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;5
D41   Neopl comp incerto/desconh orgaos urinarios;-;-;-;-;1;-;-;1;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;7
D43   Neopl comp inc/desc encefalo sist nerv centr;-;-;-;-;2;-;-;1;1;3;-;-;-;1;-;1;1;-;3;3;-;1;1;1;-;1;-;20
D44   Neopl comp incerto/desconh gland endocrinas;-;1;-;-;-;1;-;-;-;-;-;-;3;-;-;-;1;-;-;2;1;-;-;-;-;-;-;9
D46   Sindr mielodisplasicas;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;1;5;-;1;-;-;-;-;-;11
D47   Out neop comp inc/des tec linf hemat tec cor;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;1;-;3;-;-;1;-;-;-;1;10
D48   Neopl comp inc/desconh outr localiz e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;3
D50   Anemia p/defic de ferro;-;2;-;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;8
D51   Anemia p/defic de vitamina B12;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D53   Outr anemias nutricionais;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;-;-;-;8
D56   Talassemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D57   Transt falciformes;1;2;5;1;8;1;1;7;5;3;1;1;6;1;-;23;12;-;7;13;1;1;1;3;3;4;1;112
D58   Outr anemias hemoliticas hereditarias;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D59   Anemia hemolitica adquir;-;-;1;-;-;-;-;3;1;1;-;-;-;-;1;2;4;-;3;3;-;-;1;-;1;-;1;22
D60   Aplasia pura da serie vermelha adquir;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;-;1;-;-;-;8
D61   Outr anemias aplasticas;-;-;5;1;8;-;1;5;3;3;2;1;4;-;-;10;9;1;6;11;5;-;3;1;1;-;3;83
D62   Anemia aguda pos-hemorragica;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D64   Outr anemias;-;-;1;2;5;1;-;5;1;-;-;-;5;2;1;4;-;2;6;2;-;-;-;1;3;-;-;41
D65   Coagulacao intravascular disseminada;-;-;3;-;2;-;-;3;-;1;1;1;3;-;2;3;2;1;6;14;1;-;-;1;1;4;1;50
D66   Defic hereditaria do fator VIII;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;5
D67   Defic hereditaria do fator IX;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D68   Outr defeitos da coagulacao;-;-;-;-;4;-;-;3;2;4;-;1;2;1;-;3;6;-;-;6;-;1;-;2;2;1;-;38
D69   Purpura e outr afeccoes hemorragicas;-;-;-;1;5;-;-;1;1;-;-;-;1;-;1;5;1;1;5;1;1;-;2;-;-;1;1;28
D70   Agranulocitose;-;-;-;-;1;-;-;-;-;2;-;1;2;-;-;2;3;1;-;2;1;1;-;-;-;-;1;17
D71   Transt func neutrofilos polimorfonucleares;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
D72   Outr transt dos globulos brancos;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;5
D75   Outr doenc sangue e orgaos hematopoeticos;-;-;2;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;8
D76   Alg doenc q env tec linforr e sist reticuloh;-;-;-;-;1;-;-;3;1;1;2;-;-;-;-;1;6;-;4;8;5;2;1;-;2;-;1;38
D80   Imunodefic c/predom defeitos anticorpos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;3
D81   Defic imunitarias combinadas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;1;5
D82   Imunodeficiencia assoc c/outr defeitos major;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;3
D84   Outr imunodeficiencias;-;-;-;-;-;-;-;-;-;3;-;-;2;-;-;1;2;-;-;3;1;-;-;1;-;-;1;14
