Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
A40   Septicemia estreptococica;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
A41   Outr septicemias;8;7;28;3;54;10;5;56;21;36;12;18;32;26;11;104;80;4;94;137;24;20;17;9;30;17;9;872
A42   Actinomicose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
A43   Nocardiose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
A46   Erisipela;-;-;-;-;1;1;-;3;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
A48   Outr doenc bacter NCOP;-;-;1;1;3;-;-;1;1;-;-;-;-;-;-;1;1;-;1;1;-;1;-;1;1;-;-;14
A49   Infecc bacter de localiz NE;1;-;-;-;2;-;-;-;-;-;1;-;2;-;-;1;2;-;2;1;-;-;-;-;-;1;1;14
A50   Sifilis congen;2;1;6;-;6;2;-;7;7;5;2;2;11;6;2;6;16;7;43;14;4;7;10;3;2;3;5;179
A52   Sifilis tard;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
A54   Infecc gonococica;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A55   Linfogranuloma p/clamidia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
A56   Outr infecc p/clamidias transm p/via sexual;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A69   Outr infecc p/espiroquetas;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
A77   Febre maculosa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;6;-;-;-;-;-;-;-;10
A81   Infecc p/virus atipicos sist nervoso central;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;5
A85   Outr encefalites virais NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
A86   Encefalite viral NE;-;-;3;-;3;-;1;3;-;-;-;1;4;1;-;2;1;1;2;5;1;1;1;-;2;1;-;33
A87   Meningite viral;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;2;3;1;1;-;-;1;1;14
A89   Infecc virais NE do sist nervoso central;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5
A90   Dengue;-;-;-;-;1;-;-;2;-;-;-;2;3;-;2;2;9;-;1;6;1;-;-;3;1;6;3;42
A91   Febre hemorragica dev virus do dengue;-;1;-;-;-;-;2;5;1;3;-;2;5;1;5;7;11;1;-;3;-;-;-;1;2;3;1;54
A92   Outr febres virais transm p/mosquitos;-;-;-;-;-;-;-;-;-;2;2;2;1;-;-;1;2;-;7;-;-;-;-;-;-;-;-;17
A94   Febre viral transm p/artropodes NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;5
A95   Febre amarela;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
A98   Outr febres hemorragicas p/virus NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
A99   Febres hemorragicas virais NE;-;-;2;1;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;3;-;-;-;-;-;-;-;11
B00   Infecc p/virus do herpes;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;1;-;-;-;1;-;-;-;6
B01   Varicela;-;-;-;1;4;-;-;1;1;6;1;-;-;1;-;-;1;-;1;1;-;-;2;-;-;-;-;20
B05   Sarampo;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;8
B08   Outr inf virais lesoes pele membr muc NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
B09   Inf viral NE caract p/lesoes pele membr muco;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
B15   Hepatite aguda A;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
B17   Outr hepatites virais agudas;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
B18   Hepatite viral cronica;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B19   Hepatite viral NE;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;4;-;-;-;-;-;-;1;9
B20   Doenc p/HIV result doenc infecc e parasit;-;1;3;-;13;3;-;5;1;4;1;1;6;-;2;4;3;1;25;13;1;2;5;4;-;-;-;98
B22   Doenc p/HIV result em outr doenc espec;-;-;-;-;3;-;-;2;1;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;12
B24   Doenc p/HIV NE;-;-;1;-;7;-;-;1;-;-;-;-;-;-;-;-;2;-;2;-;-;1;-;-;-;-;-;14
B25   Doenc p/citomegalovirus;1;-;-;-;1;1;-;2;1;1;-;-;2;-;1;1;2;1;2;4;1;-;1;1;1;-;-;24
B26   Caxumba;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
B33   Outr doenc p/virus NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;5
B34   Doenc p/virus de localiz NE;-;-;2;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;-;2;-;1;-;-;1;-;-;10
B37   Candidiase;1;-;1;-;1;-;-;2;-;-;-;2;-;-;-;1;1;-;1;11;-;-;-;1;1;-;-;23
B38   Coccidioidomicose;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B40   Blastomicose;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
B41   Paracoccidioidomicose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;4
B44   Aspergilose;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B45   Criptococose;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
B46   Zigomicose;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B49   Micose NE;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;1;-;-;3;-;-;-;-;-;-;-;-;8
B51   Malaria p/Plasmodium vivax;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
B54   Malaria NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
B55   Leishmaniose;-;-;-;1;7;-;5;9;1;7;-;-;2;2;1;2;1;1;1;1;-;-;-;1;-;-;-;42
B57   Doenc de Chagas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
B58   Toxoplasmose;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3
B65   Esquistossomose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
B77   Ascaridiase;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;4;1;-;-;-;-;-;10
B82   Parasitose intestinal NE;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
B83   Outr helmintiases;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
B86   Escabiose;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;5
B87   Miiase;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
B88   Outr infestacoes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
B90   Sequelas de tuberc;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3
B91   Sequelas de poliomielite;-;-;-;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6
B94   Sequelas de outr doenc infecc e parasit e NE;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;1;6
B99   Doenc infecc outr e as NE;-;-;-;-;-;1;-;-;-;-;-;-;17;6;1;-;1;-;-;-;-;-;-;1;-;-;1;28
C05   Neopl malig do palato;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C06   Neopl malig outr partes e partes NE da boca;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C10   Neopl malig da orofaringe;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
C11   Neopl malig da nasofaringe;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;2;3;-;1;1;-;1;1;-;-;-;-;13
C15   Neopl malig do esofago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
C16   Neopl malig do estomago;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;-;-;-;-;6
C17   Neopl malig do intestino delgado;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
C18   Neopl malig do colon;-;-;-;-;-;-;-;1;-;1;1;-;1;-;1;-;-;-;2;2;-;2;-;-;-;1;-;12
C19   Neopl malig da juncao retossigmoide;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
C20   Neopl malig do reto;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
C22   Neopl malig figado vias biliares intra-hepat;1;-;2;1;3;-;-;3;-;1;1;1;1;2;-;4;3;1;5;11;3;-;1;-;1;-;-;45
C24   Neopl malig outr partes e NE vias biliares;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
C25   Neopl malig do pancreas;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;7
C26   Neopl malig outr mal def aparelho digestivo;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;-;-;-;-;-;7
C31   Neopl malig dos seios da face;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;4
C32   Neopl malig da laringe;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C34   Neopl malig dos bronquios e dos pulmoes;-;1;2;-;1;-;-;1;-;2;-;1;-;-;-;2;2;-;2;4;-;1;-;-;-;1;-;20
C38   Neopl malig do coracao mediastino e pleura;-;-;1;-;1;-;-;-;1;1;-;-;1;2;-;2;2;-;-;8;1;2;-;-;-;-;3;25
C40   Neopl malig ossos/cartilag artic membros;1;-;4;-;3;-;1;3;-;2;1;-;4;1;-;10;4;1;7;10;5;-;3;1;-;2;3;66
C41   Neopl malig ossos/cartil artic outr loc e NE;1;-;4;-;5;-;1;2;4;7;3;-;6;4;1;3;18;4;11;45;8;3;4;3;3;7;3;150
C43   Melanoma malig da pele;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;-;3;-;-;-;-;8
C44   Outr neopl malig da pele;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;4
C45   Mesotelioma;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
C46   Sarcoma de Kaposi;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C47   Neopl malig nervos perif e sist nerv autonom;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;1;1;-;-;-;7
C48   Neopl malig tec moles retro- e peritonio;-;-;1;1;1;-;-;1;-;-;-;-;2;-;-;2;-;-;2;3;1;1;1;2;-;-;-;18
C49   Neopl malig tec conjuntivo e outr tec moles;-;-;2;-;4;1;-;-;1;8;1;2;4;3;1;8;7;5;10;35;6;6;2;2;1;3;3;115
C50   Neopl malig da mama;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
C53   Neopl malig do colo do utero;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C54   Neopl malig do corpo do utero;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
C56   Neopl malig do ovario;-;1;1;1;1;-;-;-;3;1;-;-;1;-;1;3;3;1;1;5;1;-;-;-;1;-;1;26
C58   Neopl malig da placenta;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
C61   Neopl malig da prostata;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
C62   Neopl malig dos testiculos;-;-;1;-;4;-;-;-;-;1;-;-;1;2;-;2;2;-;3;9;2;1;4;-;-;-;-;32
C64   Neopl malig do rim exceto pelve renal;-;-;4;1;4;-;1;1;6;3;-;-;1;-;1;3;1;2;1;14;4;-;-;-;1;1;1;50
C65   Neopl malig da pelve renal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
C67   Neopl malig da bexiga;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;5
C68   Neopl malig de outr orgaos urinarios e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
C69   Neopl malig do olho e anexos;-;-;-;-;5;1;-;1;1;-;-;-;-;1;1;1;2;-;-;12;1;-;-;-;-;2;-;28
C70   Neopl malig das meninges;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;4
C71   Neopl malig do encefalo;6;-;9;1;20;1;1;16;13;21;9;7;23;14;8;37;37;9;28;126;23;19;31;5;4;16;12;496
C72   Neop mal med esp nerv cran out sist nerv cen;1;-;2;-;9;-;1;-;2;9;4;3;12;3;2;11;4;1;7;10;8;5;10;-;1;4;-;109
C73   Neopl malig da gland tireoide;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C74   Neopl malig da gland supra-renal;1;1;-;-;4;1;1;-;3;8;2;1;10;1;1;11;7;2;12;33;10;3;5;4;5;3;-;129
C75   Neopl malig outr gland endocrinas estr relac;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;3;-;-;1;1;-;-;-;-;-;-;9
C76   Neopl malig outr localiz e mal definidas;-;2;3;2;4;-;-;4;2;3;1;-;1;-;1;2;5;-;5;6;2;-;2;-;-;1;1;47
C77   Neopl malig secund e NE gangl linfaticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;3
C78   Neopl malig secund org respirat e digestivos;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;2;-;-;-;-;-;-;6
C79   Neopl malig secund de outr localiz;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;4;3;-;-;3;2;-;-;-;-;-;1;17
C80   Neopl malig s/especificacao de localiz;1;-;2;-;-;-;-;3;-;-;1;1;2;1;1;2;1;-;1;4;1;-;-;-;-;1;-;22
C81   Doenc de Hodgkin;-;-;-;1;6;-;-;-;-;-;-;-;3;1;-;3;4;-;2;7;1;1;-;-;-;2;1;32
C82   Linfoma nao-Hodgkin folicular;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C83   Linfoma nao-Hodgkin difuso;-;-;-;-;5;-;-;1;2;4;-;1;-;-;-;4;8;2;5;9;6;5;2;1;1;2;1;59
C84   Linfomas de celulas T cutaneas e perifericas;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;1;-;2;1;-;-;-;9
C85   Linfoma nao-Hodgkin de outr tipos e tipo NE;-;-;2;1;2;1;-;1;2;3;1;-;6;4;1;2;7;-;3;13;3;5;2;1;1;4;-;65
C88   Doenc imunoproliferativas malignas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
C90   Mieloma mult e neopl malig de plasmocitos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
C91   Leucemia linfoide;4;2;20;-;31;1;1;32;17;40;10;5;11;13;10;24;31;14;36;101;34;19;34;3;7;14;10;524
C92   Leucemia mieloide;4;7;2;-;9;-;2;5;4;7;8;10;11;2;8;11;12;8;17;63;12;5;10;4;5;3;6;235
C93   Leucemia monocitica;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;-;5
C94   Outr leucemias de celulas de tipo espec;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
C95   Leucemia de tipo celular NE;2;1;3;-;4;4;-;-;6;3;1;1;4;2;2;6;4;2;5;9;6;3;3;3;1;1;-;76
C96   Outr neopl mal e NE tec linf hematop e corr;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;1;-;4
D00   Carcinoma in situ cav oral esofago estomago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
D02   Carcinoma in situ ouvido medio e ap respirat;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D10   Neopl benig da boca e da faringe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D12   Neopl benig do colon reto canal anal e anus;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D14   Neopl benig ouvido medio e aparelho respirat;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
D15   Neopl benig outr orgaos intratoracicos e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
D16   Neopl benig de osso e cartilagem articular;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
D18   Hemangioma e linfangioma de qualquer localiz;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;2;3;-;1;2;1;-;1;-;-;-;-;13
D21   Outr neopl benig tec conj e outr tec moles;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D22   Nevos melanociticos;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D31   Neopl benig do olho e anexos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
D32   Neopl benig das meninges;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D33   Neopl benig encef e out part sist nerv centr;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;1;-;7
D35   Neopl benig de outr gland endocrinas e NE;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
D36   Neopl benig de outr localiz e de localiz NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
D38   Neopl comp inc/desc ouv med org resp intrat;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D40   Neopl comp incerto/desconh org genitais masc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
D41   Neopl comp incerto/desconh orgaos urinarios;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
D43   Neopl comp inc/desc encefalo sist nerv centr;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6;6;-;1;6;-;-;1;-;1;-;1;24
D44   Neopl comp incerto/desconh gland endocrinas;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;2;1;-;1;1;-;-;1;9
D45   Policitemia vera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
D46   Sindr mielodisplasicas;-;-;-;-;1;-;-;1;-;1;-;2;-;-;-;-;-;-;2;6;-;-;2;1;-;-;-;16
D47   Out neop comp inc/des tec linf hemat tec cor;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;1;-;-;-;2;2;-;-;-;-;-;-;9
D48   Neopl comp inc/desconh outr localiz e NE;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;6
D50   Anemia p/defic de ferro;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
D51   Anemia p/defic de vitamina B12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
D52   Anemia p/defic de folato;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
D53   Outr anemias nutricionais;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;1;-;-;-;1;1;-;-;-;1;-;-;10
D55   Anemia dev transt enzimaticos;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
D56   Talassemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
D57   Transt falciformes;1;-;2;-;5;-;3;7;4;6;2;-;4;4;4;24;24;3;8;12;3;1;1;-;3;9;3;133
D58   Outr anemias hemoliticas hereditarias;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;1;2;-;-;-;-;-;-;1;9
D59   Anemia hemolitica adquir;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;1;2;1;5;2;-;-;1;-;2;2;-;21
D60   Aplasia pura da serie vermelha adquir;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
D61   Outr anemias aplasticas;1;-;2;-;3;1;1;4;4;3;1;3;7;2;2;8;10;3;6;20;3;2;2;1;3;2;1;95
D62   Anemia aguda pos-hemorragica;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;3;-;-;1;-;-;-;-;-;-;-;7
D64   Outr anemias;-;2;6;-;6;1;1;8;1;1;3;1;2;3;1;8;7;1;1;2;3;1;-;-;4;1;-;64
D65   Coagulacao intravascular disseminada;1;1;2;2;4;5;-;3;1;-;1;-;5;-;-;2;2;-;9;17;3;2;1;-;2;6;-;69
D66   Defic hereditaria do fator VIII;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;4
D68   Outr defeitos da coagulacao;1;-;1;-;3;2;2;-;1;-;-;1;1;1;1;7;5;1;4;10;1;2;1;1;1;1;1;49
